Marca,Modelo,Ano_Fabricacao,Ano_Modelo,Quilometragem,Combustivel,Cambio,Cor,Num_Portas,Estado_Venda,Preco_Listagem,Foi_Vendido
Nissan,March,2011,2012,175353,Flex,Automático,Cinza,4,GO,10000,0
Nissan,Sentra,2014,2014,175539,Gasolina,Automático,Marrom,4,SP,10995,0
Nissan,Frontier,2019,2019,91380,Flex,Automatizado,Vermelho,4,PE,22585,1
Chevrolet,Onix Plus,2015,2015,143333,Flex,Automático,Azul,2,DF,10144,1
Jeep,Renegade,2006,2007,246647,Flex,Manual,Branco,2,PR,10000,0
Renault,Sandero,2016,2016,105711,Diesel,Manual,Cinza,4,PR,15587,0
Volkswagen,T-Cross,2024,2025,2209,Flex,Manual,Preto,4,PE,66845,1
Volkswagen,Virtus,2012,2013,195589,Flex,Manual,Cinza,2,MG,10000,0
Chevrolet,Cobalt,2014,2014,147907,Diesel,Automático,Marrom,2,DF,10117,1
Toyota,RAV4,2005,2006,165667,Flex,Manual,Vermelho,2,ES,10000,0
Peugeot,208,2009,2009,412037,Flex,Manual,Vermelho,4,GO,10000,1
Citroën,C3,2011,2012,119638,Flex,Automático,Branco,2,BA,11071,0
Ford,EcoSport,2007,2007,127143,Flex,Automático,Azul,4,ES,10000,0
Volkswagen,Saveiro,2006,2007,349103,Flex,Manual,Branco,4,MG,10000,0
Hyundai,HB20,2013,2013,110475,Flex,Automático,Preto,2,ES,17111,0
Nissan,Versa,2022,2023,23500,Flex,Automático,Vermelho,2,GO,75361,1
Ford,Ranger,2015,2015,150802,Gasolina,Manual,Preto,4,DF,10000,0
Hyundai,i30,2010,2010,135260,Diesel,Manual,Marrom,4,CE,12285,0
Honda,CR-V,2011,2012,175962,Flex,Automático,Cinza,4,PR,10000,0
Nissan,Frontier,2012,2013,169235,Flex,Automatizado,Cinza,4,RJ,10936,0
Ford,Ranger,2007,2008,315621,Flex,CVT,Branco,2,ES,10000,0
Ford,Ranger,2019,2020,42759,Flex,Automático,Azul,4,GO,41916,1
Jeep,Renegade,2022,2023,18308,Flex,Manual,Prata,4,GO,73422,1
Citroën,Aircross,2023,2024,14715,Flex,Manual,Vermelho,4,ES,44130,1
Chevrolet,Prisma,2017,2017,54943,Flex,Manual,Azul,4,RS,20695,0
Ford,EcoSport,2015,2016,204346,Flex,CVT,Azul,4,PR,10000,0
Volkswagen,Polo,2024,2024,16437,Diesel,Manual,Vermelho,2,GO,36676,1
Toyota,SW4,2006,2007,247861,Flex,Manual,Branco,4,SP,10000,0
Nissan,Sentra,2020,2021,51705,Flex,Manual,Vermelho,2,SC,45361,1
Renault,Oroch,2023,2024,19871,Flex,Automático,Azul,2,SC,49064,1
Volkswagen,Polo,2012,2012,269474,Flex,Automático,Preto,4,CE,10000,1
Chevrolet,S10,2021,2021,56738,Flex,Automático,Marrom,2,RS,25366,1
Hyundai,i30,2013,2013,149892,Flex,Manual,Azul,4,GO,11500,0
Jeep,Renegade,2010,2011,107485,Diesel,Manual,Branco,4,SC,15510,0
Ford,Focus,2016,2017,148444,Gasolina,Automático,Prata,2,SC,11012,0
Peugeot,208,2013,2013,70560,Etanol,Manual,Cinza,4,PE,18821,0
Ford,EcoSport,2015,2015,164465,Gasolina,Manual,Azul,4,CE,10000,0
Volkswagen,T-Cross,2020,2021,91085,Gasolina,Manual,Branco,4,RJ,17082,1
Chevrolet,Montana,2019,2019,130337,Flex,Manual,Prata,4,SP,18610,0
Citroën,Aircross,2006,2007,178788,Flex,CVT,Vermelho,4,PE,10000,0
Ford,Ka,2017,2018,59440,Flex,Manual,Marrom,2,PE,28251,0
Volkswagen,Voyage,2022,2023,39445,Flex,Automático,Preto,4,BA,45870,1
Hyundai,Tucson,2012,2013,185226,Diesel,Automático,Preto,4,RJ,10000,0
Honda,WR-V,2025,2025,1340,Flex,Manual,Branco,4,CE,107806,1
Hyundai,HB20,2016,2017,89065,Flex,Automatizado,Azul,4,DF,26420,0
Chevrolet,Tracker,2009,2009,165136,Gasolina,CVT,Azul,4,PE,10000,0
Citroën,Aircross,2024,2025,1329,Flex,Automático,Prata,4,SC,60477,1
Hyundai,Creta,2014,2015,85988,Flex,Automático,Marrom,4,MG,24162,1
Toyota,Yaris,2015,2016,156777,Flex,CVT,Cinza,4,CE,21519,0
Citroën,C3,2019,2020,59815,Flex,Automático,Branco,2,CE,28488,1
Ford,Ka,2019,2020,59091,Diesel,Automático,Azul,4,RS,41050,0
Renault,Duster,2009,2010,185237,Flex,CVT,Preto,2,GO,10000,0
Honda,Civic,2020,2020,83551,Flex,CVT,Preto,4,CE,41314,1
Fiat,Argo,2010,2011,144679,Flex,Manual,Cinza,2,ES,10000,0
Hyundai,Creta,2017,2018,117245,Flex,Automático,Vermelho,4,PE,20301,1
Honda,City,2007,2007,444245,Flex,Automático,Prata,4,RJ,10000,0
Fiat,Cronos,2024,2024,8249,Gasolina,Automático,Vermelho,4,MG,35153,1
Hyundai,HB20S,2014,2014,179598,Gasolina,Manual,Preto,2,MG,10000,0
Peugeot,3008,2020,2020,34620,Gasolina,CVT,Marrom,4,DF,43810,1
Toyota,RAV4,2007,2008,110337,Flex,Manual,Preto,2,CE,14356,0
Renault,Captur,2011,2011,129616,Flex,Automático,Branco,2,PE,10000,0
Hyundai,Creta,2018,2019,75021,Flex,Automático,Marrom,4,RS,44300,1
Peugeot,3008,2014,2014,188598,Flex,Automático,Branco,4,RJ,10000,0
Jeep,Renegade,2007,2007,356702,Gasolina,CVT,Marrom,4,DF,10000,0
Peugeot,208,2008,2008,256520,Flex,Manual,Branco,4,DF,10000,0
Citroën,C4 Cactus,2020,2020,58857,Flex,Automático,Vermelho,2,RJ,35497,1
Toyota,SW4,2016,2016,115073,Flex,Manual,Marrom,4,BA,25344,0
Chevrolet,Cruze,2010,2010,307296,Gasolina,Automático,Branco,4,SP,10000,0
Honda,CR-V,2010,2010,249748,Flex,Manual,Azul,4,PE,10000,0
Jeep,Renegade,2008,2009,199630,Diesel,Manual,Marrom,4,ES,10000,0
Chevrolet,Cruze,2018,2018,113772,Gasolina,Automatizado,Prata,2,MG,15810,0
Volkswagen,Jetta,2007,2007,149343,Flex,Automático,Preto,4,PR,10000,0
Honda,WR-V,2020,2020,30326,Flex,Manual,Prata,4,SC,59373,1
Renault,Clio,2011,2012,242281,Flex,Manual,Prata,4,MG,10000,0
Volkswagen,Polo,2009,2010,106350,Flex,CVT,Prata,4,PE,10000,0
Jeep,Commander,2010,2010,162648,Flex,Automático,Preto,2,GO,11938,0
Jeep,Renegade,2021,2021,68421,Flex,Manual,Marrom,4,RS,39656,1
Fiat,Uno,2019,2020,98889,Gasolina,Automático,Azul,4,GO,24461,1
Renault,Duster,2015,2016,84358,Diesel,Automatizado,Branco,2,GO,14772,1
Fiat,Cronos,2008,2008,271433,Gasolina,Manual,Preto,4,SC,10000,0
Hyundai,Creta,2021,2022,47391,Diesel,Manual,Cinza,4,CE,51573,1
Ford,Focus,2010,2011,150026,Gasolina,Automático,Marrom,4,PE,10000,0
Jeep,Renegade,2005,2005,264161,Flex,Manual,Vermelho,4,RS,10000,0
Citroën,C3,2006,2007,238820,Flex,Manual,Vermelho,4,GO,10000,0
Peugeot,208,2009,2010,218505,Flex,Automático,Vermelho,4,BA,10000,0
Chevrolet,Cruze,2020,2020,70602,Diesel,Automático,Prata,2,GO,28436,1
Citroën,C4 Cactus,2019,2019,79046,Diesel,Manual,Marrom,2,SP,27424,0
Chevrolet,Cruze,2024,2025,813,Flex,Manual,Prata,4,PR,37333,1
Volkswagen,T-Cross,2010,2010,220241,Flex,Manual,Preto,4,ES,10000,0
Renault,Sandero,2005,2005,149030,Flex,Automático,Azul,4,CE,10000,0
Hyundai,HB20S,2013,2013,79542,Flex,Automático,Vermelho,4,PE,19572,1
Citroën,C4 Cactus,2022,2022,20273,Diesel,Manual,Azul,4,PR,51225,1
Citroën,Aircross,2016,2016,77998,Gasolina,Automatizado,Marrom,4,PE,21504,0
Nissan,March,2007,2008,161666,Flex,Manual,Cinza,4,CE,10000,0
Chevrolet,Prisma,2014,2015,195491,Flex,Manual,Prata,4,SC,10000,1
Honda,City,2013,2013,284481,Flex,CVT,Cinza,4,MG,10000,0
Nissan,March,2021,2022,40061,Flex,Manual,Azul,4,DF,49620,1
Hyundai,HB20,2012,2013,212294,Flex,Manual,Cinza,4,GO,10000,0
Fiat,Strada,2013,2013,180190,Diesel,Automático,Prata,4,MG,10000,0
Peugeot,3008,2020,2021,47048,Flex,Manual,Branco,4,RJ,35746,1
Fiat,Argo,2022,2022,49413,Diesel,CVT,Preto,2,DF,35323,1
Chevrolet,Onix Plus,2024,2024,14293,Flex,Automático,Branco,4,BA,45997,1
Toyota,RAV4,2007,2008,150964,Diesel,Manual,Vermelho,2,RJ,12219,0
Toyota,Hilux,2007,2007,263640,Flex,Automático,Azul,4,GO,10000,0
Nissan,Sentra,2011,2011,251122,Flex,Automático,Cinza,4,MG,10000,0
Renault,Logan,2019,2020,44699,Gasolina,Manual,Preto,4,DF,31574,1
Honda,CR-V,2011,2011,116109,Flex,Automático,Marrom,4,RS,13780,0
Peugeot,2008,2010,2011,172687,Flex,Automático,Vermelho,4,GO,10000,0
Fiat,Uno,2012,2012,126848,Flex,Manual,Azul,4,ES,10000,0
Hyundai,Creta,2011,2011,264917,Gasolina,Automático,Prata,4,BA,10000,0
Toyota,Hilux,2007,2008,324291,Flex,Manual,Cinza,4,SC,10000,0
Renault,Sandero,2025,2025,1588,Gasolina,CVT,Preto,4,SP,49938,1
Honda,WR-V,2016,2017,118263,Flex,Automático,Preto,4,RJ,24249,1
Jeep,Renegade,2018,2018,43287,Gasolina,Manual,Azul,4,GO,44407,1
Nissan,Frontier,2021,2021,50565,Flex,Manual,Azul,2,RS,42508,1
Hyundai,Tucson,2010,2010,133717,Flex,Manual,Prata,2,SC,10000,0
Chevrolet,Spin,2023,2024,11724,Flex,Automático,Cinza,4,PR,34157,1
Renault,Captur,2013,2013,150929,Flex,Automático,Preto,4,SP,10000,0
Renault,Kwid,2019,2019,96498,Flex,Automático,Branco,2,BA,20016,1
Hyundai,Tucson,2021,2021,35233,Flex,Manual,Branco,4,ES,49547,1
Chevrolet,Prisma,2021,2021,51504,Flex,CVT,Marrom,4,PR,25417,1
Toyota,Hilux,2006,2006,308664,Flex,Manual,Preto,4,GO,10000,0
Chevrolet,Onix,2020,2020,38404,Flex,Manual,Cinza,4,MG,35254,1
Hyundai,HB20,2022,2022,48633,Flex,Manual,Cinza,4,SP,56812,1
Citroën,Aircross,2014,2014,137777,Flex,Automatizado,Marrom,2,PE,11689,0
Renault,Clio,2006,2006,317753,Flex,Manual,Branco,2,PE,10000,0
Toyota,Etios,2025,2025,1143,Flex,Manual,Azul,4,DF,106560,1
Peugeot,3008,2020,2020,92445,Flex,Manual,Vermelho,2,RJ,26768,1
Renault,Oroch,2010,2011,149153,Diesel,Automatizado,Branco,4,RS,10000,0
Chevrolet,Cobalt,2018,2018,63590,Flex,Manual,Preto,4,RS,14675,1
Chevrolet,Onix Plus,2007,2008,194350,Flex,Manual,Marrom,4,BA,10000,0
Jeep,Renegade,2010,2010,249921,Flex,Manual,Cinza,4,GO,10000,0
Toyota,SW4,2008,2009,213223,Diesel,Automático,Preto,4,MG,10000,0
Jeep,Commander,2022,2023,50426,Gasolina,Manual,Branco,4,PE,89300,1
Ford,EcoSport,2019,2019,100396,Flex,Manual,Preto,4,RS,18765,1
Hyundai,i30,2019,2019,67095,Gasolina,Automático,Prata,4,RJ,38913,1
Nissan,Versa,2015,2016,165096,Gasolina,Manual,Cinza,4,CE,11020,0
Peugeot,208,2023,2023,38175,Gasolina,Manual,Preto,4,CE,54410,1
Honda,City,2021,2021,25931,Flex,Automático,Azul,4,ES,63765,1
Renault,Kwid,2012,2013,197671,Flex,Manual,Branco,2,MG,10000,0
Volkswagen,Amarok,2006,2007,243945,Flex,Automatizado,Preto,4,SP,10000,0
Ford,Ka,2018,2018,49673,Flex,Automático,Prata,4,SP,23971,1
Jeep,Commander,2013,2013,240880,Flex,Automático,Azul,4,PE,10000,1
Chevrolet,S10,2014,2015,203640,Flex,Manual,Prata,2,RJ,10000,0
Chevrolet,Spin,2014,2014,272986,Flex,Automático,Preto,4,BA,10000,0
Jeep,Commander,2011,2011,206588,Flex,Automático,Prata,2,ES,10000,0
Hyundai,Creta,2017,2018,170495,Flex,Manual,Vermelho,4,RS,15824,0
Nissan,Frontier,2010,2011,187904,Flex,Manual,Prata,4,RJ,10000,0
Volkswagen,Polo,2020,2020,39197,Diesel,Manual,Azul,4,SP,29923,1
Chevrolet,Cruze,2016,2017,110992,Flex,Automático,Azul,4,SP,16948,0
Honda,Fit,2021,2021,61377,Flex,Manual,Marrom,4,SP,47238,1
Citroën,C4 Cactus,2011,2011,315693,Flex,Automático,Preto,4,DF,10000,0
Volkswagen,Tiguan,2018,2018,105232,Diesel,Manual,Preto,4,PE,12906,0
Chevrolet,Spin,2013,2013,207743,Flex,Manual,Cinza,4,CE,10000,0
Volkswagen,Up!,2011,2012,132971,Flex,Automático,Marrom,4,SC,10000,0
Citroën,C4 Cactus,2017,2018,126014,Flex,Manual,Cinza,4,PR,15928,0
Peugeot,208,2014,2014,195689,Flex,Manual,Prata,4,RS,10000,1
Hyundai,Tucson,2019,2019,81699,Gasolina,CVT,Vermelho,4,CE,36295,0
Toyota,Yaris,2015,2015,120894,Flex,Automático,Azul,4,BA,26161,1
Citroën,Aircross,2007,2008,179515,Flex,Automático,Preto,4,SP,10000,0
Jeep,Compass,2007,2007,243286,Flex,Automatizado,Azul,4,ES,10000,0
Nissan,Versa,2010,2011,126220,Flex,Manual,Prata,4,PR,14954,0
Honda,HR-V,2024,2024,16567,Gasolina,Automático,Marrom,2,CE,93619,1
Peugeot,208,2009,2010,168737,Etanol,Manual,Azul,4,SP,10000,0
Renault,Kwid,2020,2021,47773,Flex,Manual,Marrom,4,DF,39670,1
Volkswagen,Fox,2016,2017,134322,Flex,Automático,Cinza,2,DF,10387,0
Volkswagen,Virtus,2018,2018,91171,Flex,CVT,Vermelho,4,GO,18925,1
Volkswagen,Voyage,2017,2017,116753,Flex,Automático,Preto,4,BA,17100,0
Jeep,Renegade,2008,2008,287908,Flex,Manual,Branco,4,RJ,10000,0
Honda,WR-V,2010,2010,222466,Gasolina,Manual,Cinza,4,CE,10000,0
Renault,Sandero,2006,2007,289920,Flex,Manual,Azul,4,BA,10000,0
Citroën,Aircross,2022,2023,21712,Gasolina,CVT,Azul,4,MG,48914,0
Hyundai,i30,2006,2006,119548,Flex,Automático,Marrom,4,ES,12336,0
Ford,Focus,2022,2022,17830,Flex,Automático,Cinza,2,MG,39687,0
Ford,Fiesta,2025,2025,1446,Flex,Manual,Prata,4,MG,53958,1
Hyundai,i30,2025,2025,1780,Flex,Manual,Azul,4,PR,69847,1
Renault,Duster,2014,2015,134487,Gasolina,Automático,Vermelho,4,ES,11357,0
Honda,Fit,2011,2012,119158,Diesel,CVT,Vermelho,2,RS,22437,1
Fiat,Toro,2016,2017,121763,Flex,Manual,Cinza,2,DF,14811,0
Chevrolet,Prisma,2010,2010,216356,Flex,Manual,Cinza,4,PR,10000,0
Ford,Fiesta,2010,2011,280248,Flex,Manual,Marrom,4,MG,10000,0
Chevrolet,Prisma,2007,2008,216769,Flex,Manual,Azul,4,ES,10000,0
Ford,EcoSport,2012,2012,122982,Flex,Manual,Cinza,4,RS,10000,0
Volkswagen,Amarok,2005,2005,128844,Flex,Automático,Branco,4,RJ,10000,0
Jeep,Renegade,2013,2013,120451,Flex,Manual,Vermelho,4,SP,13923,0
Chevrolet,Tracker,2015,2015,190953,Flex,Automatizado,Preto,4,GO,10000,0
Toyota,Etios,2012,2012,137539,Flex,Automático,Prata,4,PR,14272,1
Renault,Kwid,2005,2006,210327,Gasolina,Manual,Preto,4,DF,10000,0
Hyundai,i30,2016,2017,72716,Flex,Automático,Prata,4,SP,30607,1
Volkswagen,Polo,2025,2025,1018,Flex,Manual,Vermelho,4,GO,56557,1
Hyundai,Creta,2006,2007,296335,Flex,Manual,Vermelho,4,SP,10000,0
Chevrolet,Montana,2009,2010,132054,Flex,Manual,Cinza,4,DF,10000,0
Volkswagen,Up!,2006,2007,224762,Gasolina,Manual,Vermelho,4,RS,10000,0
Nissan,March,2006,2007,250205,Flex,CVT,Azul,4,ES,10000,0
Chevrolet,Montana,2008,2009,156615,Flex,Manual,Marrom,4,RS,10000,0
Nissan,Kicks,2025,2025,1072,Etanol,Manual,Azul,4,ES,65487,1
Toyota,Corolla,2025,2025,2221,Flex,Manual,Cinza,2,RS,112931,1
Jeep,Compass,2025,2025,878,Flex,Automático,Branco,4,MG,130642,1
Fiat,Palio,2008,2008,357871,Gasolina,Automatizado,Preto,4,SC,10000,0
Ford,Ranger,2007,2008,244090,Flex,Manual,Marrom,2,PE,10000,0
Volkswagen,Tiguan,2017,2018,127396,Flex,Automático,Vermelho,4,DF,18211,0
Chevrolet,Onix,2014,2015,133337,Flex,Manual,Vermelho,2,PR,10069,0
Ford,Ka,2007,2008,217374,Flex,CVT,Preto,4,RS,10000,0
Honda,City,2007,2007,379120,Flex,Automático,Prata,4,ES,10000,0
Fiat,Strada,2019,2020,86368,Flex,Automático,Branco,4,BA,19255,0
Hyundai,Creta,2006,2006,336811,Flex,Automático,Preto,4,CE,10000,0
Nissan,Versa,2007,2007,129199,Flex,Manual,Azul,4,BA,12306,0
Chevrolet,Cobalt,2018,2018,116614,Flex,Automático,Vermelho,4,RS,16124,0
Renault,Clio,2007,2007,363405,Flex,Manual,Azul,4,SP,10000,0
Hyundai,HB20,2022,2022,17258,Flex,Manual,Cinza,4,PR,47395,1
Hyundai,HB20S,2013,2013,112395,Flex,Manual,Marrom,4,PR,18659,0
Peugeot,3008,2006,2007,308790,Flex,Automático,Vermelho,4,RS,10000,0
Volkswagen,Nivus,2021,2021,61524,Flex,Manual,Azul,4,GO,29207,1
Fiat,Pulse,2020,2020,90533,Flex,Manual,Azul,4,ES,24424,1
Hyundai,i30,2011,2011,253405,Flex,Automático,Azul,4,GO,10000,0
Peugeot,208,2008,2008,286219,Flex,Automatizado,Marrom,4,CE,10000,0
Peugeot,208,2025,2025,2092,Etanol,CVT,Azul,4,SC,66288,1
Chevrolet,Cruze,2011,2012,191429,Flex,Manual,Branco,4,ES,10000,0
Renault,Sandero,2012,2012,95446,Flex,Manual,Prata,4,RJ,10353,0
Toyota,Etios,2010,2010,181189,Flex,Automático,Azul,4,DF,10000,0
Citroën,C3,2008,2009,223567,Flex,CVT,Azul,4,DF,10000,0
Volkswagen,Nivus,2006,2006,215801,Flex,CVT,Prata,4,ES,10000,0
Toyota,SW4,2025,2025,1255,Diesel,Automático,Vermelho,4,GO,119231,1
Citroën,Aircross,2007,2007,289433,Diesel,Manual,Vermelho,4,SC,10000,0
Peugeot,2008,2022,2023,17613,Diesel,Manual,Prata,4,RJ,39966,1
Peugeot,208,2023,2024,14667,Flex,CVT,Preto,4,PR,67359,1
Honda,WR-V,2006,2006,228495,Flex,Automático,Vermelho,4,CE,10000,1
Volkswagen,Fox,2007,2008,265963,Flex,Automático,Azul,2,SP,10000,0
Volkswagen,Saveiro,2007,2007,243314,Flex,Manual,Preto,4,BA,10000,0
Chevrolet,Cobalt,2015,2016,130077,Flex,Automatizado,Marrom,4,PE,13468,0
Renault,Clio,2013,2013,240854,Gasolina,Automático,Vermelho,4,RJ,10000,0
Peugeot,3008,2007,2007,348093,Flex,Automático,Branco,2,SP,10000,0
Jeep,Compass,2017,2017,127955,Flex,Automático,Branco,4,GO,23456,0
Jeep,Compass,2022,2022,38644,Flex,Manual,Marrom,4,SC,60898,1
Chevrolet,Prisma,2005,2005,236165,Flex,Automático,Marrom,4,SC,10000,0
Chevrolet,Prisma,2008,2008,120012,Flex,Automático,Prata,4,RS,10000,0
Nissan,Sentra,2014,2014,135900,Flex,Automático,Cinza,4,SC,16420,0
Chevrolet,Cruze,2017,2018,132039,Flex,Automatizado,Marrom,2,RS,10343,0
Ford,Fiesta,2020,2020,69189,Gasolina,Automático,Marrom,4,SP,36030,0
Ford,Ka,2014,2015,118987,Gasolina,Automático,Azul,4,PR,13286,1
Peugeot,208,2016,2016,122511,Flex,CVT,Cinza,2,BA,18433,0
Ford,Ka,2009,2009,145722,Flex,Manual,Cinza,4,PR,10000,1
Jeep,Commander,2022,2022,49502,Flex,Automático,Cinza,2,PE,71857,1
Chevrolet,Prisma,2019,2020,40336,Flex,Manual,Preto,4,DF,39613,0
Fiat,Palio,2017,2018,131716,Flex,Automático,Azul,4,GO,17043,1
Chevrolet,Cruze,2020,2021,88179,Flex,Automático,Prata,4,RS,20178,1
Volkswagen,Virtus,2014,2014,162168,Diesel,Automático,Prata,4,ES,10000,0
Honda,City,2010,2010,100622,Flex,Manual,Prata,2,BA,16865,0
Jeep,Renegade,2023,2023,29000,Flex,Manual,Azul,4,MG,70754,1
Ford,Ranger,2024,2024,11852,Flex,CVT,Vermelho,4,CE,56061,1
Ford,Fiesta,2010,2011,155962,Diesel,Automático,Marrom,4,BA,10000,0
Renault,Kwid,2018,2019,65921,Flex,Manual,Branco,4,CE,19214,1
Volkswagen,Jetta,2022,2022,57060,Gasolina,Automático,Cinza,4,CE,33639,1
Honda,Fit,2008,2008,164173,Flex,Automático,Vermelho,4,RJ,10000,0
Toyota,Yaris,2012,2012,130260,Diesel,Automático,Marrom,4,CE,16437,0
Fiat,Strada,2019,2020,53368,Flex,Automático,Marrom,4,GO,32219,1
Renault,Duster,2007,2008,211685,Flex,Manual,Azul,4,BA,10000,0
Honda,CR-V,2019,2019,31478,Flex,Manual,Cinza,2,DF,52844,0
Renault,Kwid,2023,2024,11841,Flex,Automático,Prata,4,SC,35286,1
Fiat,Punto,2016,2016,118640,Flex,Automático,Cinza,2,SP,10367,0
Honda,HR-V,2008,2008,210713,Flex,Manual,Prata,4,RJ,10000,0
Chevrolet,Cruze,2012,2012,326122,Flex,Automatizado,Preto,4,BA,10000,0
Chevrolet,Cruze,2009,2009,264965,Gasolina,Automático,Cinza,4,CE,10000,0
Jeep,Commander,2007,2008,285494,Flex,Manual,Cinza,2,RS,10000,0
Citroën,C4 Cactus,2019,2019,134113,Flex,Manual,Preto,4,PE,13208,0
Toyota,Yaris,2005,2006,193956,Etanol,Manual,Branco,2,MG,10000,0
Volkswagen,T-Cross,2016,2017,152450,Gasolina,Automático,Vermelho,4,MG,10000,0
Volkswagen,Voyage,2014,2014,95566,Flex,Manual,Azul,2,GO,12363,0
Jeep,Commander,2007,2008,257354,Flex,Manual,Cinza,4,RJ,10000,0
Volkswagen,Virtus,2022,2023,19002,Flex,Automático,Marrom,4,RS,49526,1
Honda,WR-V,2022,2022,34588,Flex,Automático,Preto,4,CE,81030,1
Renault,Sandero,2016,2017,142173,Flex,Automático,Prata,2,MG,11475,0
Fiat,Mobi,2015,2015,210150,Gasolina,CVT,Azul,4,CE,10000,0
Honda,Civic,2018,2018,86783,Flex,Manual,Vermelho,4,PE,32505,1
Peugeot,208,2008,2009,237820,Flex,Manual,Azul,4,GO,10000,0
Fiat,Punto,2006,2006,193915,Flex,CVT,Marrom,2,GO,10000,0
Peugeot,2008,2005,2006,122570,Flex,Automatizado,Marrom,4,RJ,10000,0
Jeep,Commander,2016,2017,50642,Flex,Automatizado,Prata,4,SP,38128,0
Peugeot,208,2009,2009,95734,Flex,Manual,Marrom,2,DF,12176,0
Jeep,Renegade,2024,2025,1305,Flex,Manual,Prata,4,ES,86637,1
Hyundai,Tucson,2019,2019,48513,Flex,Automático,Branco,4,SC,33938,1
Chevrolet,Montana,2022,2022,52883,Flex,Automatizado,Prata,2,RJ,33547,0
Fiat,Punto,2024,2024,10677,Gasolina,Automático,Cinza,4,SC,69919,1
Peugeot,3008,2012,2012,174883,Flex,CVT,Azul,4,BA,10000,0
Peugeot,3008,2006,2007,330057,Flex,Manual,Branco,4,MG,10000,0
Ford,Focus,2010,2011,213017,Flex,Automático,Vermelho,2,BA,10000,0
Volkswagen,Saveiro,2014,2014,133765,Flex,Manual,Vermelho,4,RJ,10525,0
Hyundai,HB20,2017,2017,153060,Flex,Manual,Preto,2,MG,14131,0
Fiat,Palio,2011,2011,206689,Flex,Manual,Prata,4,RJ,10000,0
Renault,Oroch,2012,2013,225361,Flex,Automatizado,Vermelho,4,DF,10000,0
Fiat,Uno,2016,2016,105088,Gasolina,Automatizado,Cinza,4,GO,16294,1
Volkswagen,Virtus,2006,2006,430092,Flex,Automatizado,Preto,4,GO,10000,0
Jeep,Renegade,2010,2011,168137,Flex,Automático,Prata,4,SC,13597,0
Ford,EcoSport,2008,2008,333789,Flex,Manual,Branco,2,RJ,10000,0
Citroën,Aircross,2018,2018,97291,Gasolina,Manual,Vermelho,4,RJ,19589,0
Hyundai,HB20S,2022,2022,40110,Flex,Manual,Marrom,4,SP,45760,1
Volkswagen,Gol,2008,2008,286387,Gasolina,Automatizado,Azul,4,SP,10000,0
Fiat,Toro,2014,2014,118831,Flex,Manual,Branco,2,SC,13061,1
Fiat,Siena,2017,2017,65201,Flex,Manual,Prata,4,ES,23553,0
Nissan,Versa,2017,2018,86618,Flex,Manual,Branco,4,SC,32059,0
Nissan,Sentra,2024,2024,18661,Gasolina,Automático,Preto,4,BA,62840,1
Fiat,Strada,2006,2006,158236,Flex,Automático,Prata,4,RJ,10000,0
Peugeot,2008,2009,2010,254267,Flex,Automático,Cinza,4,PR,10000,0
Peugeot,2008,2010,2010,164420,Flex,Automático,Prata,4,SC,10000,0
Chevrolet,Montana,2010,2010,142569,Flex,CVT,Vermelho,2,BA,10000,0
Renault,Kwid,2005,2005,376600,Flex,Manual,Cinza,4,ES,10000,0
Fiat,Punto,2009,2010,223840,Flex,Automático,Preto,2,PE,10000,0
Toyota,Yaris,2017,2018,79619,Flex,Manual,Vermelho,4,PR,31902,0
Renault,Captur,2017,2017,67625,Flex,Manual,Marrom,4,ES,12899,1
Jeep,Compass,2023,2023,19134,Flex,Manual,Preto,4,ES,90812,1
Honda,CR-V,2023,2023,32643,Flex,Automático,Marrom,4,PE,71144,1
Hyundai,HB20S,2009,2010,232040,Flex,Automático,Azul,2,PE,10000,0
Peugeot,208,2006,2006,413553,Flex,Automático,Preto,4,RS,10000,0
Chevrolet,S10,2024,2025,854,Flex,Automatizado,Cinza,4,ES,60031,1
Toyota,SW4,2015,2016,172503,Gasolina,Manual,Prata,4,RS,17727,0
Chevrolet,Spin,2005,2006,227963,Flex,Manual,Preto,4,CE,10000,0
Hyundai,HB20S,2017,2017,85894,Flex,Automatizado,Marrom,4,RJ,23649,1
Citroën,C3,2025,2025,1016,Gasolina,Manual,Marrom,2,PR,59866,1
Citroën,C3,2015,2015,128961,Flex,Manual,Cinza,2,RS,11305,0
Renault,Duster,2005,2006,209937,Gasolina,Automatizado,Branco,4,CE,10000,0
Toyota,Etios,2012,2013,103760,Flex,CVT,Azul,4,PR,22186,1
Toyota,SW4,2009,2009,238392,Flex,Automático,Vermelho,4,RS,10000,0
Nissan,March,2008,2009,136283,Gasolina,Automático,Prata,2,PE,10415,0
Peugeot,2008,2024,2024,15701,Flex,Manual,Branco,4,PE,52571,1
Nissan,Kicks,2016,2017,86971,Gasolina,CVT,Vermelho,4,CE,23843,1
Hyundai,i30,2006,2006,164408,Flex,Manual,Cinza,4,MG,10000,0
Renault,Captur,2023,2024,23712,Gasolina,Manual,Branco,4,RJ,61940,0
Citroën,C4 Cactus,2020,2020,87166,Diesel,Automático,Preto,4,GO,24788,0
Nissan,Kicks,2009,2009,141164,Flex,Manual,Vermelho,4,ES,10000,1
Peugeot,208,2017,2018,56563,Flex,CVT,Vermelho,2,BA,28437,0
Fiat,Uno,2014,2014,96065,Flex,Automático,Branco,4,RJ,13797,1
